 1.00041697e+00 1.19523240e+00
 1.60440781e+00 5.21831319e-01
 1.06642003e+00 1.19792623e+00
 1.35804451e+00 1.03532755e+00
 1.56500433e+00 7.28321642e-01
 1.57592776e+00 6.59154105e-01
 1.07805569e+00 5.60586042e-01
 1.43788185e+00 5.44848667e-01
 1.55769717e+00 9.74790790e-01
 1.41661612e+00 1.23725310e+00
 1.52220637e+00 5.54980938e-01
 1.13878776e+00 6.46273641e-01
 1.25605274e+00 5.57339320e-01
 1.42024230e+00 1.03994265e+00
 2.08141152e+00 7.61100542e-01
 2.04524175e+00 5.27519055e-01
 1.36323341e+00 1.26540182e+00
 1.38008385e+00 8.73384010e-01
 2.10752025e+00 9.92287849e-01
 2.12083089e+00 8.62049441e-01
 1.70651004e+00 1.03907563e+00
 1.49282566e+00 9.10995567e-01
 2.15310224e+00 9.31294921e-01
 1.35693058e+00 7.25606028e-01
 2.23297410e+00 1.19381274e+00
 2.10867039e+00 8.64419220e-01
 1.60771352e+00 6.70388198e-01
 1.66802522e+00 7.75179533e-01
 2.11414690e+00 6.01407926e-01
 1.77223667e+00 6.38975131e-01
 1.78841559e+00 1.17122063e+00
 1.87503710e+00 9.73234865e-01
 2.19405692e+00 3.34612972e-01
 1.67145092e+00 5.19791567e-01
 1.37358952e+00 5.69728911e-01
 1.48246855e+00 5.18824421e-01
 2.14554380e+00 1.18726973e+00
 1.97711318e+00 8.19260508e-01
 1.77626459e+00 7.56213772e-01
 2.25829515e+00 9.87018353e-01
 1.76451590e+00 6.54588508e-01
 1.44953027e+00 3.89888637e-01
 1.95007704e+00 8.86169013e-01
 2.00140097e+00 1.12934616e+00
 1.60129107e+00 5.50486924e-01
 1.62988836e+00 3.61010291e-01
 1.57827271e+00 1.22281830e+00
 2.37618661e+00 4.87403429e-01
 2.07360440e+00 5.00164573e-01
 1.54535291e+00 9.09472579e-01
 1.51158190e+00 7.36015464e-01
 2.33089092e+00 1.30119638e+00
 1.54878208e+00 1.36772054e+00
 2.23908452e+00 5.40584220e-01
 2.44266558e+00 1.18943098e+00
 2.31079864e+00 1.25352672e+00
 1.84576384e+00 9.04106971e-01
 2.01485850e+00 9.85481673e-01
 1.65352548e+00 6.68141597e-01
 2.47705762e+00 1.21516614e+00
 2.01442383e+00 5.03446247e-01
 2.08712780e+00 6.44062904e-01
 1.81237793e+00 1.16477651e+00
 2.37122411e+00 1.32970871e+00
 2.10722069e+00 1.19982034e+00
 2.20710669e+00 1.21672735e+00
 1.88854780e+00 1.11148487e+00
 2.66976303e+00 1.19305512e+00
 2.02824744e+00 7.54995531e-01
 1.86514591e+00 6.85614021e-01
 2.13109591e+00 4.36747615e-01
 1.88927136e+00 6.96826838e-01
 2.25897051e+00 4.60436469e-01
 1.86549872e+00 1.21403022e+00
 2.48252750e+00 7.08364970e-01
 2.20231705e+00 9.11365152e-01
 2.07476643e+00 5.85952534e-01
 2.60845663e+00 1.14080161e+00
 2.70683557e+00 6.51335448e-01
 2.32624334e+00 4.76121730e-01
 2.37515372e+00 1.42795709e+00
 2.27317239e+00 9.23628208e-01
 2.55747606e+00 7.18995876e-01
 1.85667652e+00 9.01522782e-01
 1.84491883e+00 6.33152426e-01
 2.57442497e+00 1.06903329e+00
 2.39372795e+00 1.41302548e+00
 1.89661128e+00 9.33888654e-01
 2.35042604e+00 6.82470565e-01
 2.16822309e+00 1.03785657e+00
 2.04189403e+00 1.14906134e+00
 2.84033055e+00 1.04212696e+00
 1.97400099e+00 1.46133072e+00
 2.21455552e+00 9.18752795e-01
 2.19142708e+00 6.30535115e-01
 2.18120929e+00 1.34335624e+00
 2.32625101e+00 1.33514814e+00
 2.87736419e+00 6.69819580e-01
 2.74391297e+00 1.20787785e+00
 2.98215637e+00 1.01953602e+00
 2.28007616e+00 1.23896373e+00
 2.54770173e+00 7.79348808e-01
 2.22566655e+00 6.15138892e-01
 2.82450392e+00 6.91980959e-01
 2.83142441e+00 5.42564134e-01
 2.72057409e+00 8.25535790e-01
 2.90197014e+00 1.15299150e+00
 2.17047071e+00 1.08457178e+00
 2.61442160e+00 1.42620533e+00
